uri,cid,text,created_at,author_handle,author_did,keyword,search_query,collection_method,session_name,collected_at,lang,author_display_name,author_description,author_followers_count,author_following_count,author_posts_count,author_verified,author_created_at,author_avatar,author_banner,author_profile_fetched_at,author_account_age_days,author_posts_per_day,author_follower_following_ratio,author_influence_score,word_count,char_count,hashtag_count,mention_count,url_count,hashtags,mentions,urls,has_images,has_external_link,has_media,emotion_score,is_reply,content_analyzed_at,indexed_at,reply_count,repost_count,like_count,author_fetch_error
at://did:plc:bjep4tnunqlbmqglm7pgqgvh/app.bsky.feed.post/3lz32sym5cc2i,bafyreib4ia76mpfrmnqwwr2kgpogiappuscuxfarc7vkzlnzf5po6p2tgq," Key measures include better wages for workers in the care economy, improving workplace laws to deal with gender undervaluation, improving gender pay gap reporting, banning pay secrecy provisions and investing in skills and training through free TAFE all working to improve what women earn here.",2025-09-18T00:11:21.832Z,australianlabor.bsky.social,did:plc:bjep4tnunqlbmqglm7pgqgvh,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:07.778852+00:00,en,Australian Labor,"Official account of the Australian Labor Party. Authorised by P. Erickson, Australian Labor Party, Canberra.",7928,24,778,False,2024-11-10T23:43:11.783Z,https://cdn.bsky.app/img/avatar/plain/did:plc:bjep4tnunqlbmqglm7pgqgvh/bafkreifsudgqg2w2myqlmhh3ai7zzvajqjzojapbudqvxy6yvgbkh72izy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:bjep4tnunqlbmqglm7pgqgvh/bafkreihr4fat6ltywfx6e7nkkrkoqgacroqra7imhjm7jkxv5b5godinzu@jpeg,2025-09-18T17:19:07.778693+00:00,311,2.5016077170418005,330.3333333333333,88.99,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:07.778847+00:00,2025-09-18T00:11:31.370Z,1.0,1.0,6.0,
at://did:plc:bjep4tnunqlbmqglm7pgqgvh/app.bsky.feed.post/3lz32synyuk2i,bafyreidzrmc322degpp5d2qp5kto6ofbeax7iecq2p3f4mjk5jkajfrbnq,The Albanese Government will continue to support policies that reduce the gender pay gap and ensure women earn more and keep more of what they earn.,2025-09-18T00:11:21.833Z,australianlabor.bsky.social,did:plc:bjep4tnunqlbmqglm7pgqgvh,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:07.778779+00:00,en,Australian Labor,"Official account of the Australian Labor Party. Authorised by P. Erickson, Australian Labor Party, Canberra.",7928,24,778,False,2024-11-10T23:43:11.783Z,https://cdn.bsky.app/img/avatar/plain/did:plc:bjep4tnunqlbmqglm7pgqgvh/bafkreifsudgqg2w2myqlmhh3ai7zzvajqjzojapbudqvxy6yvgbkh72izy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:bjep4tnunqlbmqglm7pgqgvh/bafkreihr4fat6ltywfx6e7nkkrkoqgacroqra7imhjm7jkxv5b5godinzu@jpeg,2025-09-18T17:19:07.778693+00:00,311,2.5016077170418005,330.3333333333333,88.99,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:07.778771+00:00,2025-09-18T00:11:31.387Z,0.0,0.0,5.0,
at://did:plc:bzvjxwinx6raxz7wgve3akg3/app.bsky.feed.post/3lz32yu2jk22g,bafyreihifos6h574qw3lib6zyvjmsrexc5fornbbwhuyjj5wfyvmasfsje,"Charlie Kirk was irrelevant before he died, he's irrelevant to me after. The only thing I've seen so far is that his rhetoric, race-centric arguments, gender inequality foundations, and heinous stance on abortions was the internal monolog of all those who are crying about him now.",2025-09-18T00:14:46.464Z,nrek.co,did:plc:bzvjxwinx6raxz7wgve3akg3,gender inequality,"""gender inequality""",search_api,demo_search_test,2025-09-18T14:30:59.344309+00:00,en,nrek,"Started a software development company (craftxlogic.com) 16+ years ago, it's been an uphill battle ever since. No ragrets. Business Intelligence, Revenue Strategy, Photographer of things, maker of stuff.

nrek.co",386,235,371,False,2023-07-10T20:37:43.071Z,https://cdn.bsky.app/img/avatar/plain/did:plc:bzvjxwinx6raxz7wgve3akg3/bafkreieml5yi2faudo34pqoahggk2pkkh57b3w6iajqcckpwhsrza4k7wi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:bzvjxwinx6raxz7wgve3akg3/bafkreifa2i7ler6c77ixkbwb4w5hhrxeav5emqlru55bjkhoyn6nd7aqjy@jpeg,2025-09-18T14:30:59.344123+00:00,800,0.46375,1.6425531914893616,31.08,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:30:59.344293+00:00,2025-09-18T00:14:42.709Z,0.0,0.0,0.0,
at://did:plc:txu5lrndysf5fnjjt4apwbq5/app.bsky.feed.post/3lz37644vnk2t,bafyreieapqgviclojz33ydlazu7elg23out3642ts77spmznglacxrbtgq,"It’s time women made the same money for their 
Intelligence. 
Men have always been this way, women have kids 
Alone too & have to support them when the man leaves. 
She should make 
Equal pay. This has been going on too long.",2025-09-18T01:29:17.671Z,ejneffjewerly.bsky.social,did:plc:txu5lrndysf5fnjjt4apwbq5,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:30.405803+00:00,en,EJNeff,"GemsbylizneffLiz Neff@ eBay, I sell jewelry.
I am not a commie!!!!
I’m a real Democrat for 50yrs.",487,238,1407,False,2024-12-20T20:41:57.744Z,https://cdn.bsky.app/img/avatar/plain/did:plc:txu5lrndysf5fnjjt4apwbq5/bafkreied5zkmfyjuflkigkum4x6h5tfusig7jslh6vnk64v3plrb5k2ei4@jpeg,,2025-09-18T17:19:30.405685+00:00,271,5.191881918819188,2.046218487394958,28.61,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:30.405793+00:00,2025-09-18T01:29:18.711Z,0.0,0.0,1.0,
at://did:plc:67r5bhsqohppy3gnnqo4p5zd/app.bsky.feed.post/3lz3fwnu3qi2w,bafyreib364t6ps5dcfb7vn2npkhsm6tfupptqfjvuolpnjxxyilrb7hzli,"September 17 - A Fair Day’s Work for a Fair Day’s Pay

On this day in Labor History the year was 1868. That was the day that Susan B. Anthony, and a committee on female labor called for a vote for equal pay for equal work at the National Labor Congress. It was the second annual meeting of labor le",2025-09-18T03:30:23.640Z,laborradionet.bsky.social,did:plc:67r5bhsqohppy3gnnqo4p5zd,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:30.265150+00:00,en,The Labor Radio Podcast Network,Working People's Voices – Broadcasting and Podcasting Worldwide 24 Hours A Day. Find us at https://www.laborradionetwork.org/.,1346,99,8561,False,2024-11-25T16:23:33.446Z,https://cdn.bsky.app/img/avatar/plain/did:plc:67r5bhsqohppy3gnnqo4p5zd/bafkreia3i6xpaa4sw6ynpwqnpxs7yh777htp2eq47bxq7athqlmuyyjcva@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:67r5bhsqohppy3gnnqo4p5zd/bafkreicyitfkjtbvreuvwcgcz2b7dy2afj4d2pp5hxerpaizg76pj2j7r4@jpeg,2025-09-18T17:13:10.748135+00:00,297,28.824915824915823,13.595959595959595,32.08,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:30.265119+00:00,2025-09-18T03:30:24.604Z,0.0,0.0,0.0,
at://did:plc:sb2mw2h72raq7kl62aicrizb/app.bsky.feed.post/3lz3icbfaa222,bafyreibjerfevj5h666khp2uywgzumbhgyvecrbhwla5hnt22r5oynjm4y,"I'm surprised the pay gap is so low in social work.  most frontline workers are going to make the same pay bc there's little merit-based in SW. We get a 2% ""raise""  whether we were mediocre or moderately exceeded expectation

The reason I'm surprised is more men are in leadership SW positions.",2025-09-18T04:12:41.080Z,devilvaginamagic.bsky.social,did:plc:sb2mw2h72raq7kl62aicrizb,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:07.505383+00:00,en,,,0,0,0,False,,,,2025-09-18T17:19:07.505265+00:00,0,0.0,0.0,0.0,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:07.505374+00:00,2025-09-18T04:12:39.905Z,1.0,0.0,0.0,Authentication failed
at://did:plc:yyz3janw5arpdsavfdmtdlpy/app.bsky.feed.post/3lz3lppzu4mg2,bafyreihzanfrvzur7sx7compz3wsstidkkyqc6xb6sijuz6mktypjwergm,🗓 September 18 Holidays and Memorable Dates: ❇️ Day of the Smells of Spices for Mulled Wine ❇️ Ig Nobel Prize ❇️ International Equal Pay Dаy ❇️ International Read an eBook Dаy ❇️ Maple Leaf Day ❇️ Memorial Day For the Dead Motorcyclists ❇️ Pitt Hopkins Syn […],2025-09-18T05:13:51.000Z,free-press.alive.bar.ap.brid.gy,did:plc:yyz3janw5arpdsavfdmtdlpy,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:29.473697+00:00,en,Aure Free Press,"🌉 bridged from ⁂ https://alive.bar/@Free_Press, follow @ap.brid.gy to interact",1,0,234,False,2025-09-14T07:55:23.899Z,https://cdn.bsky.app/img/avatar/plain/did:plc:yyz3janw5arpdsavfdmtdlpy/bafkreigbhrveflxr3ftafd3a43pmsgrwtc2xmpnk57tcnjlakaictvj67i@jpeg,,2025-09-18T17:19:29.473570+00:00,4,58.5,1.0,3.03,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:29.473688+00:00,2025-09-18T05:14:01.305Z,0.0,0.0,0.0,
at://did:plc:f6dqoxxuerto7gglpm6owdjk/app.bsky.feed.post/3lz3nhfir3q2x,bafyreica7772g3usmmdc5ioebtxbhmxlhwdw4dhyg2gn4mqz3sgvi7ehzu,"It's Thursday! Today is National Cheeseburger Day, National Respect Day, Equal Pay Day and Wales International Film Festival.
Live from 7am, Paul Woodland brings you Essential Breakfast on Essential Radio.
Listen live and request at: zurl.co/WaKOY",2025-09-18T05:45:00.975Z,eradioayrshire.bsky.social,did:plc:f6dqoxxuerto7gglpm6owdjk,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:29.289175+00:00,en,Essential Radio,"24/7 radio for students by students, serving @AyrshireColl
and Ayrshire. Ask your Alexa ‘Launch Essential Radio’ 
Tune in at http://essential.radio",13,14,1952,False,2025-03-14T20:40:29.341Z,https://cdn.bsky.app/img/avatar/plain/did:plc:f6dqoxxuerto7gglpm6owdjk/bafkreibxkxsawzcrcot267dm64uzqn4i5sgrzk3whasfsndap2qzbcqliu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:f6dqoxxuerto7gglpm6owdjk/bafkreif6e2phnu2krnxkefzpsfhyr7q6rm4gjoqo4zgx7toz2vuvor7d5a@jpeg,2025-09-18T17:19:29.289100+00:00,187,10.438502673796792,0.9285714285714286,11.49,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:29.289169+00:00,2025-09-18T05:45:02.202Z,0.0,0.0,0.0,
at://did:plc:jesik4iaxql7qzp5b5zol4ct/app.bsky.feed.post/3lz3odwgkwy2r,bafyreiagmq2bbwl6xnnxjnzcg2jrfuur3icu4zp3kinjude7pbrgfj3moy,"Equal work deserves equal pay.

On #InternationalEqualPayDay we’re reminded that women still earn 20% less than men worldwide. At The Hague Academy, we train local leaders to address these barriers & promote equality in governance.

Learn more here: thehagueacademy.com/course/gende...",2025-09-18T06:00:58.960Z,thehagueacademy.bsky.social,did:plc:jesik4iaxql7qzp5b5zol4ct,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:29.148299+00:00,en,The Hague Academy,"The Hague Academy for Local Governance offers practice oriented training to sustain peace, improve public services and promote inclusive economic development.",70,26,130,False,2024-12-03T10:38:55.942Z,https://cdn.bsky.app/img/avatar/plain/did:plc:jesik4iaxql7qzp5b5zol4ct/bafkreicwp2nwdeixoyiuwnjfk2b5vhwyakv2v7gxk7xkkg4rz2236xzqeu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jesik4iaxql7qzp5b5zol4ct/bafkreif4hark3lkeqoq7dmuxqnpttvd47igqn4u26qu6ekkdywhm5golsa@jpeg,2025-09-18T17:19:29.148192+00:00,289,0.44982698961937717,2.6923076923076925,21.2,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:29.148291+00:00,2025-09-18T06:00:59.807Z,0.0,0.0,0.0,
at://did:plc:chdvqiidiammex3672g7baii/app.bsky.feed.post/3lz3ol6sslj2d,bafyreibidn2fy5m3sjlc3kfj6odiddakphep6om6yyziqr3iz44fththvi,"The persistence of the gender pay gap in schools is 'grossly unfair', says @naht.org.uk as it calls on the government to urgently conduct a detailed pay equality analysis",2025-09-18T06:05:01.512Z,tesmagazine.bsky.social,did:plc:chdvqiidiammex3672g7baii,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:02.502712+00:00,en,Tes magazine,"Award-winning journalism for schools, including news, analysis, research reviews and teaching and learning guides.",4263,342,1507,False,2024-08-13T12:29:40.373Z,https://cdn.bsky.app/img/avatar/plain/did:plc:chdvqiidiammex3672g7baii/bafkreigh3dnshbiid2j3hjxba2gmdr7yxyv6fz5t4nalybvdltawxz7vga@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:chdvqiidiammex3672g7baii/bafkreib2ifai5ixscnldzacx2edtti6lrd3quwzurzpx4kp276xk33qtjy@jpeg,2025-09-18T17:19:02.502574+00:00,401,3.7581047381546133,12.464912280701755,50.44,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:02.502699+00:00,2025-09-18T06:05:03.802Z,0.0,7.0,5.0,
at://did:plc:son4d4n2t46ioeiq7stzseyd/app.bsky.feed.post/3lz4g47cmvi2r,bafyreibr5eiikfo4eohrv25lbkvuwdq3dfcigexxt2kf5tjfedzqo5p2fy,"According to the UN, the gender pay gap is still estimated at 20% worldwide. We all deserve to be recognized and compensated for the work we do — and it should never be undermined simply because of our gender. #InternationalEqualPayDay #ShesTheChange
",2025-09-18T06:06:09-07:00,ruthslistfl.bsky.social,did:plc:son4d4n2t46ioeiq7stzseyd,gender inequality,"""pay gap""",search_api,demo_search_test,2025-09-18T14:31:08.252222+00:00,en,Ruth's List Florida,"The only statewide organization in Florida dedicated to recruiting, training, and electing pro-choice women to state & local office. We help women run inspiring campaigns that WIN!

#She'sTheChange",184,230,22,False,2025-07-29T17:48:00.400Z,https://cdn.bsky.app/img/avatar/plain/did:plc:son4d4n2t46ioeiq7stzseyd/bafkreifkthahm5l6exxb6ner4ma4nxzrc2bm24ssqyioxkwpclqdygumse@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:son4d4n2t46ioeiq7stzseyd/bafkreib2o5cqskf4dq5v3bd3oc3gkyfchm6hnypg46rij5nap6x6blcv6m@jpeg,2025-09-18T14:31:08.251992+00:00,50,0.44,0.8,64.49,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:31:08.252203+00:00,2025-09-18T13:06:10.909Z,0.0,0.0,0.0,
at://did:plc:pftibwrm7zidb7neubqoaygm/app.bsky.feed.post/3lz3oyxfa4c2m,bafyreihdahhrf5qnrg5fdjnmjy4kqh53u26zmsghftoqkq2v7yvpzhgelm,"Today is International Equal Pay Day, highlighting the ongoing fight to achieve equal pay for equal work and to dismantle the inequalities that drive the gender pay gap. The AEU will continue to break down barriers and unfair structural factors to secure wins for working women.",2025-09-18T06:12:44.795Z,aeufederal.bsky.social,did:plc:pftibwrm7zidb7neubqoaygm,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:02.176566+00:00,en,AEU Federal,"The Australian Education Union has a membership of over 198,000 educators.  Authorised by Nicole Calnan, AEU, 120 Clarendon St, Southbank 3006.",496,423,179,False,2024-11-20T22:26:36.070Z,https://cdn.bsky.app/img/avatar/plain/did:plc:pftibwrm7zidb7neubqoaygm/bafkreichze2dzyp7taqe7okeblqk5owv7kcuquld7yhwis57pf2wn7b5vu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:pftibwrm7zidb7neubqoaygm/bafkreig6rzha6k26zysvksrgme35vp5zefemkgwmybwoxhlfeukji6gdf4@jpeg,2025-09-18T17:19:02.176426+00:00,301,0.5946843853820598,1.1725768321513002,40.82,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:02.176554+00:00,2025-09-18T06:12:46.703Z,0.0,0.0,0.0,
at://did:plc:wm2ootgc4ewp6mfm35hbyysz/app.bsky.feed.post/3lz3pg5jjyi22,bafyreiflug4yv4v33luisvgysdflb3hplxb7urvp75nv3q5abmpx7yp76i,"Today is International Equal Pay Day.

People doing the same job or work of equal value should get the same or equal pay.

UNISON is committed to supporting members secure their equal pay claims.

👉 unison.org.uk/equal-pay",2025-09-18T06:20:07.410Z,unisonyh.bsky.social,did:plc:wm2ootgc4ewp6mfm35hbyysz,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:28.950051+00:00,en,UNISON Yorkshire & Humberside,"The official account of the Yorkshire & Humberside region of UNISON.
Join today: http://yorks.unison.org.uk
Promoted by UNISON, 130 Euston Road, NW1 2AY",484,280,660,False,2024-11-19T09:44:17.103Z,https://cdn.bsky.app/img/avatar/plain/did:plc:wm2ootgc4ewp6mfm35hbyysz/bafkreihykd5ohys7iuqz5m2gchax7tkeskoiicngl2hom2i4yovdhlgoym@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:wm2ootgc4ewp6mfm35hbyysz/bafkreicq5b67zaa6646nhhcujcdtph27w7yowvwxzxioo672it6wzay7ce@jpeg,2025-09-18T17:19:28.949928+00:00,303,2.1782178217821784,1.7285714285714286,30.52,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:28.950040+00:00,2025-09-18T06:20:07.906Z,0.0,2.0,1.0,
at://did:plc:njx4laa4eczn3q4nw7hlqgor/app.bsky.feed.post/3lz3psdzyhc27,bafyreifbcjxirmunvikykyuak6revr2c3awzksa2ajndbvkbbtxdwgyjki,"I'm not allowed to talk politics online due to the whole 11 day stint where in jail for speaking out against Trump. 

But what I will say is I'm on the right side of history: 

Free palistine!
Trans rights are human rights!
Wage gap if fucking stupid!
Kirk was a douche!
Free Speech!
Elbows Up!",2025-09-18T06:26:56.920Z,catkingkeefie.bsky.social,did:plc:njx4laa4eczn3q4nw7hlqgor,gender inequality,"""wage gap""",search_api,demo_search_test,2025-09-18T14:31:11.520855+00:00,en,CatKingKeefie🇨🇦,"Lvl. 33, Content Creator, Kitteh lovin weirdo from Canada🇨🇦💜 :3
~Happily married, Father, Gamer, Disabled~

I do things! I make vidos! 

YubTub: youtube.com/@catkingkeefie 

Twatch: twitch.tv/CatKingKeefie",3224,4198,2949,False,2024-11-11T05:17:01.878Z,https://cdn.bsky.app/img/avatar/plain/did:plc:njx4laa4eczn3q4nw7hlqgor/bafkreifsyb2jbbjeag7fai6wkutrr6tfmwmnedkhur5qvrivyzi3jzxqsq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:njx4laa4eczn3q4nw7hlqgor/bafkreiegujfg3a6oi7m4nxqa4llwla7puayci7g5fgefd55k4cfn4aojeq@jpeg,2025-09-18T14:31:11.520655+00:00,311,9.482315112540192,0.7679847546450691,40.55,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:31:11.520833+00:00,2025-09-18T06:26:57.405Z,0.0,2.0,8.0,
at://did:plc:aj6arz6fbq6midgoje2g7w65/app.bsky.feed.post/3lz3q3f733k2y,bafyreibcgdooah5clytvwgja5nwi47uzj5ljam6ctwrxoj63v6x7fxqvnu,"International Equal Pay Day is a reminder that justice is incomplete without economic equality. 

Equal pay for equal work is not a privilege, it is a fundamental right!!

#equalpayday #humanrights",2025-09-18T06:32:00.110Z,lhr-sa.bsky.social,did:plc:aj6arz6fbq6midgoje2g7w65,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:28.792737+00:00,en,Lawyers for Human Rights,"Lawyers for Human Rights is a one of South Africa's foremost public interest law and human rights organisations. We are non-profit and non-governmental, and we've been making rights real since 1979.",168,59,168,False,2025-01-06T07:14:01.343Z,https://cdn.bsky.app/img/avatar/plain/did:plc:aj6arz6fbq6midgoje2g7w65/bafkreihybml6zdizfg6vopbafoxvrec53o24aav4f6w3chnvvawppfnwq4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:aj6arz6fbq6midgoje2g7w65/bafkreicrow4wcopcyg3t3qrbt666sw7exnyqrgqokxy347t3aczscqadl4@jpeg,2025-09-18T17:19:28.792639+00:00,255,0.6588235294117647,2.847457627118644,27.28,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:28.792730+00:00,2025-09-18T06:32:08.907Z,0.0,0.0,0.0,
at://did:plc:djflnepsay2twlq4vdtnawan/app.bsky.feed.post/3lz3qt647li2p,bafyreia2iligiu5h3f4icv6uidcw6io2ekfoaklmwdvczm4yxuxhkd266u,"On average, the gender pay gap looks like this:
Europe: 13% and the pension gap is 26%.  
US: 17%
Globally: 70% you read that right
We have a long way to go and that is why this day is so important.

#payequality #genderpaygap #DEI #mediarecruitment #advertisingrecruitment #adtechrecruitment",2025-09-18T06:45:17.810Z,mediarecruit.bsky.social,did:plc:djflnepsay2twlq4vdtnawan,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:02.017540+00:00,en,Media Recruit,"Media Recruit, is a specialist recruitment agency in media and advertising, covering the USA, UK and Europe.
With over 20 years' experience in the media world, you can trust us with your hiring needs.",16,37,131,False,2025-01-27T17:31:24.043Z,https://cdn.bsky.app/img/avatar/plain/did:plc:djflnepsay2twlq4vdtnawan/bafkreigavjvbpjafgp56vbvwfr36t6rbiaipng64yyl6dgj45ebmijy75q@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:djflnepsay2twlq4vdtnawan/bafkreiaqfx7vansba7xmu76g7d62qh6xhfmdk4pogeckazjaggbpy3ochi@jpeg,2025-09-18T17:19:02.017419+00:00,233,0.5622317596566524,0.43243243243243246,12.92,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:02.017530+00:00,2025-09-18T06:45:19.402Z,0.0,0.0,0.0,
at://did:plc:bvpesxqvd5ojwhhld4ynoq25/app.bsky.feed.post/3lz3rocgrof2c,bafyreiabw6k7fvnbydio7wlrvvdmzfptdcyxwvmguq23q6ldxlychn753q,"Today is International Equal Pay Day! 💰 

Despite years of progress, equal pay between the genders still hasn't been achieved across many sectors and industries 🗯️

It's a reminder that the fight for fairness and equality is far from over 💥",2025-09-18T07:00:28.488Z,5050parliament.bsky.social,did:plc:bvpesxqvd5ojwhhld4ynoq25,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:28.644607+00:00,en,5050 Parliament,"👫 50:50 is a friendly network helping women progress in politics at a local & national level👫 

Calling women to #SignUpToStand! https://5050parliament.co.uk/sign-up-to-stand/
Please #AskHerToStand!",144,43,161,False,2024-11-21T14:28:14.071Z,https://cdn.bsky.app/img/avatar/plain/did:plc:bvpesxqvd5ojwhhld4ynoq25/bafkreif3wxpjcplpfo2yrt62jrh6j2ox5idqi7ujukkacep6igjmw46shq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:bvpesxqvd5ojwhhld4ynoq25/bafkreie4plu2hnpzweb7oxylbzz77vbe7yc7iob5qnmcknxi2uaklxiiwu@jpeg,2025-09-18T17:19:28.644513+00:00,301,0.5348837209302325,3.3488372093023258,26.09,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:28.644601+00:00,2025-09-18T07:00:29.007Z,0.0,0.0,0.0,
at://did:plc:7lrz3eqel3ytlys7ssiia4oh/app.bsky.feed.post/3lz3rp4ta7m2v,bafyreianxg3dartlfdzjodf7euzgex5u5c46keewoqpk25f4oz6pythtrq,"Today is #EqualPayDay, which marks the day in the year when women, on average, effectively stop earning relative to men because of the gender pay gap. We have previously collaborated with The Equality Trust and others to produce an Equal Pay Toolkit. Access the FREE toolkit here: buff.ly/3M69Hsj",2025-09-18T07:00:56.002Z,the-pda.bsky.social,did:plc:7lrz3eqel3ytlys7ssiia4oh,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:01.877846+00:00,en,The PDA,The Pharmacists'​ Defence Association (PDA) is the largest pharmacist membership organisation and the only independent trade union exclusively for pharmacists in the UK & CDs.,196,23,28,False,2024-08-20T09:56:38.187Z,https://cdn.bsky.app/img/avatar/plain/did:plc:7lrz3eqel3ytlys7ssiia4oh/bafkreibjrfch2zwlf6p26rqa2jlaxhl32g7czjijfammauluayufhbow7a@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:7lrz3eqel3ytlys7ssiia4oh/bafkreiaf7wcaa4tdedph2vp6c2crqbbww2pntqjuy7l7v7zornkoteg6wi@jpeg,2025-09-18T17:19:01.877726+00:00,394,0.07106598984771574,8.521739130434783,57.94,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:01.877836+00:00,2025-09-18T07:00:58.306Z,0.0,0.0,0.0,
at://did:plc:bnf5amcvphaxxqfq4z36rcmj/app.bsky.feed.post/3lz3s2ugxmy2q,bafyreia52oijkq6p37dnqnfot5bh3sqddh4jlnvgeuxa2jexw6dwjubifu,"✊ The IEU stands with women across the globe in the fight to close the #GenderPayGap & achieve #EqualPay.

 @unwomen.bsky.social statementhttps://www.unwomen.org/en/news-stories/statement/2025/09/statement-equal-pay-a-fundamental-right-and-a-cornerstone-of-sustainable-development-and-gender-equality",2025-09-18T07:07:29.834080814Z,ieunswact.bsky.social,did:plc:bnf5amcvphaxxqfq4z36rcmj,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:28.244148+00:00,en,Independent Education Union of Australia NSW/ACT Branch,"The union for staff in non-government schools, post-secondary colleges and early childhood teachers. 

We represent over 32,000 members across NSW and in the ACT.

🌐 www.ieu.asn.au
☎️ 02 8202 8900
",69,72,191,False,2025-02-21T01:04:14.445Z,https://cdn.bsky.app/img/avatar/plain/did:plc:bnf5amcvphaxxqfq4z36rcmj/bafkreiftwxnf6upwknq236lifkr65bc5asy7qs7fsuszlr67os76izw77a@jpeg,,2025-09-18T17:19:28.244008+00:00,209,0.9138755980861244,0.9583333333333334,20.26,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:28.244138+00:00,2025-09-18T07:07:31.110Z,0.0,0.0,0.0,
at://did:plc:pqovhlfqyrucv4hqum2mog3g/app.bsky.feed.post/3lz3slapwhk24,bafyreigvn7hr763ttcyy77nc5bhf7qqz4uwl6zchi6bm5xwzen2bt3dkgm,Today is international equal pay day,2025-09-18T07:16:39.779Z,tradeunionsunited.bsky.social,did:plc:pqovhlfqyrucv4hqum2mog3g,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:28.097323+00:00,en,Trade Unions United,"#MUFC
Working to get fans voices heard
Socialism
Trade Unionism
Promoting trade union membership amongst all united fans.
#Solidarity and #Equality in everything that we do.
Join us: tradeunionsunited@gmail.com",524,518,400,False,2025-02-16T18:55:32.845Z,https://cdn.bsky.app/img/avatar/plain/did:plc:pqovhlfqyrucv4hqum2mog3g/bafkreie5g6im4eivn2f6crqaffsrsdldhle6svpzevkhddp4telmcifgw4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:pqovhlfqyrucv4hqum2mog3g/bafkreic4l7omkcpu34vusrhtkpvdp7olgaf2h2snb2s4iehme3xh2upbuu@jpeg,2025-09-18T17:19:28.097192+00:00,213,1.8779342723004695,1.0115830115830116,33.75,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:28.097313+00:00,2025-09-18T07:16:47.904Z,1.0,0.0,1.0,
