Theme,State,Keyword,Date,Value
Help,IN,Volunteer food bank,2025-08-31,0.0
Help,IN,Volunteer food bank,2025-09-07,0.0
Help,IN,Volunteer food bank,2025-09-14,0.47368421052631576
Help,IN,Volunteer food bank,2025-09-21,0.44
Help,IN,how to help homeless,2024-09-22,0.0
Help,IN,how to help homeless,2024-09-29,0.0
Help,IN,how to help homeless,2024-10-06,0.0
Help,IN,how to help homeless,2024-10-13,0.0
Help,IN,how to help homeless,2024-10-20,0.0
Help,IN,how to help homeless,2024-10-27,0.0
Help,IN,how to help homeless,2024-11-03,0.0
Help,IN,how to help homeless,2024-11-10,0.0
Help,IN,how to help homeless,2024-11-17,0.0
Help,IN,how to help homeless,2024-11-24,0.0
Help,IN,how to help homeless,2024-12-01,0.0
Help,IN,how to help homeless,2024-12-08,0.0
Help,IN,how to help homeless,2024-12-15,0.0
Help,IN,how to help homeless,2024-12-22,0.0
Help,IN,how to help homeless,2024-12-29,0.0
Help,IN,how to help homeless,2025-01-05,0.0
Help,IN,how to help homeless,2025-01-12,0.0
Help,IN,how to help homeless,2025-01-19,0.0
Help,IN,how to help homeless,2025-01-26,0.0
Help,IN,how to help homeless,2025-02-02,0.0
Help,IN,how to help homeless,2025-02-09,0.0
Help,IN,how to help homeless,2025-02-16,0.0
Help,IN,how to help homeless,2025-02-23,0.0
Help,IN,how to help homeless,2025-03-02,0.0
Help,IN,how to help homeless,2025-03-09,0.0
Help,IN,how to help homeless,2025-03-16,0.0
Help,IN,how to help homeless,2025-03-23,0.0
Help,IN,how to help homeless,2025-03-30,0.0
Help,IN,how to help homeless,2025-04-06,0.0
Help,IN,how to help homeless,2025-04-13,0.0
Help,IN,how to help homeless,2025-04-20,0.0
Help,IN,how to help homeless,2025-04-27,0.0
Help,IN,how to help homeless,2025-05-04,0.0
Help,IN,how to help homeless,2025-05-11,0.0
Help,IN,how to help homeless,2025-05-18,0.0
Help,IN,how to help homeless,2025-05-25,0.0
Help,IN,how to help homeless,2025-06-01,0.0
Help,IN,how to help homeless,2025-06-08,0.0
Help,IN,how to help homeless,2025-06-15,0.0
Help,IN,how to help homeless,2025-06-22,0.0
Help,IN,how to help homeless,2025-06-29,0.0
Help,IN,how to help homeless,2025-07-06,0.0
Help,IN,how to help homeless,2025-07-13,0.0
Help,IN,how to help homeless,2025-07-20,0.0
Help,IN,how to help homeless,2025-07-27,0.0
Help,IN,how to help homeless,2025-08-03,0.0
Help,IN,how to help homeless,2025-08-10,0.0
Help,IN,how to help homeless,2025-08-17,0.0
Help,IN,how to help homeless,2025-08-24,0.0
Help,IN,how to help homeless,2025-08-31,0.0
Help,IN,how to help homeless,2025-09-07,0.0
Help,IN,how to help homeless,2025-09-14,0.5789473684210527
Help,IN,how to help homeless,2025-09-21,0.0
Help,IN,end homelessness,2024-09-22,0.0
Help,IN,end homelessness,2024-09-29,0.0
Help,IN,end homelessness,2024-10-06,0.0
Help,IN,end homelessness,2024-10-13,0.0
Help,IN,end homelessness,2024-10-20,0.0
Help,IN,end homelessness,2024-10-27,0.0
Help,IN,end homelessness,2024-11-03,0.0
Help,IN,end homelessness,2024-11-10,0.0
Help,IN,end homelessness,2024-11-17,0.0
Help,IN,end homelessness,2024-11-24,0.0
Help,IN,end homelessness,2024-12-01,0.0
Help,IN,end homelessness,2024-12-08,0.0
Help,IN,end homelessness,2024-12-15,0.0
Help,IN,end homelessness,2024-12-22,0.0
Help,IN,end homelessness,2024-12-29,0.0
Help,IN,end homelessness,2025-01-05,0.0
Help,IN,end homelessness,2025-01-12,0.0
Help,IN,end homelessness,2025-01-19,0.0
Help,IN,end homelessness,2025-01-26,0.0
Help,IN,end homelessness,2025-02-02,0.0
Help,IN,end homelessness,2025-02-09,0.0
Help,IN,end homelessness,2025-02-16,0.0
Help,IN,end homelessness,2025-02-23,69.0
Help,IN,end homelessness,2025-03-02,0.0
Help,IN,end homelessness,2025-03-09,0.0
Help,IN,end homelessness,2025-03-16,100.0
Help,IN,end homelessness,2025-03-23,0.0
Help,IN,end homelessness,2025-03-30,0.0
Help,IN,end homelessness,2025-04-06,0.0
Help,IN,end homelessness,2025-04-13,0.0
Help,IN,end homelessness,2025-04-20,0.0
Help,IN,end homelessness,2025-04-27,0.0
Help,IN,end homelessness,2025-05-04,0.0
Help,IN,end homelessness,2025-05-11,0.0
Help,IN,end homelessness,2025-05-18,0.0
Help,IN,end homelessness,2025-05-25,0.0
Help,IN,end homelessness,2025-06-01,0.0
Help,IN,end homelessness,2025-06-08,0.0
Help,IN,end homelessness,2025-06-15,0.0
Help,IN,end homelessness,2025-06-22,0.0
Help,IN,end homelessness,2025-06-29,0.0
Help,IN,end homelessness,2025-07-06,0.0
Help,IN,end homelessness,2025-07-13,0.0
Help,IN,end homelessness,2025-07-20,0.0
Help,IN,end homelessness,2025-07-27,0.0
Help,IN,end homelessness,2025-08-03,0.0
Help,IN,end homelessness,2025-08-10,0.0
Help,IN,end homelessness,2025-08-17,0.0
Help,IN,end homelessness,2025-08-24,0.0
Help,IN,end homelessness,2025-08-31,0.0
Help,IN,end homelessness,2025-09-07,0.0
Help,IN,end homelessness,2025-09-14,0.3684210526315789
Help,IN,end homelessness,2025-09-21,0.0
Help,IN,what is homelessness,2024-09-22,0.0
Help,IN,what is homelessness,2024-09-29,0.0
Help,IN,what is homelessness,2024-10-06,0.0
Help,IN,what is homelessness,2024-10-13,0.0
Help,IN,what is homelessness,2024-10-20,0.0
Help,IN,what is homelessness,2024-10-27,0.0
Help,IN,what is homelessness,2024-11-03,0.0
Help,IN,what is homelessness,2024-11-10,0.0
Help,IN,what is homelessness,2024-11-17,0.0
Help,IN,what is homelessness,2024-11-24,0.0
Help,IN,what is homelessness,2024-12-01,0.0
Help,IN,what is homelessness,2024-12-08,0.0
Help,IN,what is homelessness,2024-12-15,0.0
Help,IN,what is homelessness,2024-12-22,0.0
Help,IN,what is homelessness,2024-12-29,0.0
Help,IN,what is homelessness,2025-01-05,0.0
Help,IN,what is homelessness,2025-01-12,0.0
Help,IN,what is homelessness,2025-01-19,0.0
Help,IN,what is homelessness,2025-01-26,0.0
Help,IN,what is homelessness,2025-02-02,0.0
Help,IN,what is homelessness,2025-02-09,0.0
Help,IN,what is homelessness,2025-02-16,0.0
Help,IN,what is homelessness,2025-02-23,0.0
Help,IN,what is homelessness,2025-03-02,0.0
Help,IN,what is homelessness,2025-03-09,0.0
Help,IN,what is homelessness,2025-03-16,0.0
Help,IN,what is homelessness,2025-03-23,0.0
Help,IN,what is homelessness,2025-03-30,0.0
Help,IN,what is homelessness,2025-04-06,0.0
Help,IN,what is homelessness,2025-04-13,0.0
Help,IN,what is homelessness,2025-04-20,0.0
Help,IN,what is homelessness,2025-04-27,0.0
Help,IN,what is homelessness,2025-05-04,0.0
Help,IN,what is homelessness,2025-05-11,0.0
Help,IN,what is homelessness,2025-05-18,0.0
Help,IN,what is homelessness,2025-05-25,0.0
Help,IN,what is homelessness,2025-06-01,0.0
Help,IN,what is homelessness,2025-06-08,0.0
Help,IN,what is homelessness,2025-06-15,0.0
Help,IN,what is homelessness,2025-06-22,0.0
Help,IN,what is homelessness,2025-06-29,0.0
Help,IN,what is homelessness,2025-07-06,0.0
Help,IN,what is homelessness,2025-07-13,0.0
Help,IN,what is homelessness,2025-07-20,0.0
Help,IN,what is homelessness,2025-07-27,0.0
Help,IN,what is homelessness,2025-08-03,0.0
Help,IN,what is homelessness,2025-08-10,0.0
Help,IN,what is homelessness,2025-08-17,0.0
Help,IN,what is homelessness,2025-08-24,0.0
Help,IN,what is homelessness,2025-08-31,0.0
Help,IN,what is homelessness,2025-09-07,1.0
Help,IN,what is homelessness,2025-09-14,1.0
Help,IN,what is homelessness,2025-09-21,1.0
Help,IA,Volunteer food bank,2024-09-22,0.0
Help,IA,Volunteer food bank,2024-09-29,0.0
Help,IA,Volunteer food bank,2024-10-06,0.0
Help,IA,Volunteer food bank,2024-10-13,0.0
Help,IA,Volunteer food bank,2024-10-20,0.0
Help,IA,Volunteer food bank,2024-10-27,0.0
Help,IA,Volunteer food bank,2024-11-03,0.0
Help,IA,Volunteer food bank,2024-11-10,0.0
Help,IA,Volunteer food bank,2024-11-17,0.0
Help,IA,Volunteer food bank,2024-11-24,0.0
Help,IA,Volunteer food bank,2024-12-01,0.0
Help,IA,Volunteer food bank,2024-12-08,0.0
Help,IA,Volunteer food bank,2024-12-15,0.0
Help,IA,Volunteer food bank,2024-12-22,0.0
Help,IA,Volunteer food bank,2024-12-29,0.0
Help,IA,Volunteer food bank,2025-01-05,0.0
Help,IA,Volunteer food bank,2025-01-12,0.0
Help,IA,Volunteer food bank,2025-01-19,0.0
Help,IA,Volunteer food bank,2025-01-26,0.0
Help,IA,Volunteer food bank,2025-02-02,0.0
Help,IA,Volunteer food bank,2025-02-09,0.0
Help,IA,Volunteer food bank,2025-02-16,0.0
Help,IA,Volunteer food bank,2025-02-23,0.0
Help,IA,Volunteer food bank,2025-03-02,0.0
Help,IA,Volunteer food bank,2025-03-09,0.0
Help,IA,Volunteer food bank,2025-03-16,0.0
Help,IA,Volunteer food bank,2025-03-23,0.0
Help,IA,Volunteer food bank,2025-03-30,0.0
Help,IA,Volunteer food bank,2025-04-06,0.0
Help,IA,Volunteer food bank,2025-04-13,0.0
Help,IA,Volunteer food bank,2025-04-20,0.0
Help,IA,Volunteer food bank,2025-04-27,0.0
Help,IA,Volunteer food bank,2025-05-04,0.0
Help,IA,Volunteer food bank,2025-05-11,0.0
Help,IA,Volunteer food bank,2025-05-18,0.0
Help,IA,Volunteer food bank,2025-05-25,0.0
Help,IA,Volunteer food bank,2025-06-01,0.0
Help,IA,Volunteer food bank,2025-06-08,0.0
Help,IA,Volunteer food bank,2025-06-15,0.0
Help,IA,Volunteer food bank,2025-06-22,0.0
Help,IA,Volunteer food bank,2025-06-29,0.0
Help,IA,Volunteer food bank,2025-07-06,0.0
Help,IA,Volunteer food bank,2025-07-13,0.0
Help,IA,Volunteer food bank,2025-07-20,0.0
Help,IA,Volunteer food bank,2025-07-27,0.0
Help,IA,Volunteer food bank,2025-08-03,0.0
Help,IA,Volunteer food bank,2025-08-10,0.0
Help,IA,Volunteer food bank,2025-08-17,0.0
Help,IA,Volunteer food bank,2025-08-24,0.0
Help,IA,Volunteer food bank,2025-08-31,0.0
Help,IA,Volunteer food bank,2025-09-07,0.0
Help,IA,Volunteer food bank,2025-09-14,0.0
Help,IA,Volunteer food bank,2025-09-21,0.0
Help,IA,how to help homeless,2024-09-22,0.0
Help,IA,how to help homeless,2024-09-29,0.0
Help,IA,how to help homeless,2024-10-06,0.0
Help,IA,how to help homeless,2024-10-13,0.0
Help,IA,how to help homeless,2024-10-20,0.0
Help,IA,how to help homeless,2024-10-27,0.0
Help,IA,how to help homeless,2024-11-03,0.0
Help,IA,how to help homeless,2024-11-10,0.0
Help,IA,how to help homeless,2024-11-17,0.0
Help,IA,how to help homeless,2024-11-24,0.0
Help,IA,how to help homeless,2024-12-01,0.0
Help,IA,how to help homeless,2024-12-08,0.0
Help,IA,how to help homeless,2024-12-15,0.0
Help,IA,how to help homeless,2024-12-22,0.0
Help,IA,how to help homeless,2024-12-29,0.0
Help,IA,how to help homeless,2025-01-05,0.0
Help,IA,how to help homeless,2025-01-12,0.0
Help,IA,how to help homeless,2025-01-19,0.0
Help,IA,how to help homeless,2025-01-26,0.0
Help,IA,how to help homeless,2025-02-02,72.0
Help,IA,how to help homeless,2025-02-09,0.0
Help,IA,how to help homeless,2025-02-16,0.0
Help,IA,how to help homeless,2025-02-23,0.0
Help,IA,how to help homeless,2025-03-02,0.0
Help,IA,how to help homeless,2025-03-09,0.0
Help,IA,how to help homeless,2025-03-16,0.0
Help,IA,how to help homeless,2025-03-23,0.0
Help,IA,how to help homeless,2025-03-30,0.0
Help,IA,how to help homeless,2025-04-06,0.0
Help,IA,how to help homeless,2025-04-13,0.0
Help,IA,how to help homeless,2025-04-20,0.0
Help,IA,how to help homeless,2025-04-27,0.0
Help,IA,how to help homeless,2025-05-04,0.0
Help,IA,how to help homeless,2025-05-11,0.0
Help,IA,how to help homeless,2025-05-18,0.0
Help,IA,how to help homeless,2025-05-25,0.0
Help,IA,how to help homeless,2025-06-01,0.0
Help,IA,how to help homeless,2025-06-08,0.0
Help,IA,how to help homeless,2025-06-15,0.0
Help,IA,how to help homeless,2025-06-22,0.0
Help,IA,how to help homeless,2025-06-29,89.0
Help,IA,how to help homeless,2025-07-06,0.0
Help,IA,how to help homeless,2025-07-13,0.0
Help,IA,how to help homeless,2025-07-20,0.0
Help,IA,how to help homeless,2025-07-27,0.0
Help,IA,how to help homeless,2025-08-03,0.0
Help,IA,how to help homeless,2025-08-10,0.0
Help,IA,how to help homeless,2025-08-17,0.0
Help,IA,how to help homeless,2025-08-24,0.0
Help,IA,how to help homeless,2025-08-31,0.0
Help,IA,how to help homeless,2025-09-07,0.0
Help,IA,how to help homeless,2025-09-14,0.0
Help,IA,how to help homeless,2025-09-21,1.0
Help,IA,end homelessness,2024-09-22,0.0
Help,IA,end homelessness,2024-09-29,0.0
Help,IA,end homelessness,2024-10-06,0.0
Help,IA,end homelessness,2024-10-13,0.0
Help,IA,end homelessness,2024-10-20,0.0
Help,IA,end homelessness,2024-10-27,0.0
Help,IA,end homelessness,2024-11-03,0.0
Help,IA,end homelessness,2024-11-10,0.0
Help,IA,end homelessness,2024-11-17,0.0
Help,IA,end homelessness,2024-11-24,0.0
Help,IA,end homelessness,2024-12-01,0.0
Help,IA,end homelessness,2024-12-08,0.0
Help,IA,end homelessness,2024-12-15,0.0
Help,IA,end homelessness,2024-12-22,0.0
Help,IA,end homelessness,2024-12-29,0.0
Help,IA,end homelessness,2025-01-05,0.0
Help,IA,end homelessness,2025-01-12,0.0
Help,IA,end homelessness,2025-01-19,0.0
Help,IA,end homelessness,2025-01-26,0.0
Help,IA,end homelessness,2025-02-02,0.0
Help,IA,end homelessness,2025-02-09,0.0
Help,IA,end homelessness,2025-02-16,0.0
Help,IA,end homelessness,2025-02-23,0.0
Help,IA,end homelessness,2025-03-02,0.0
Help,IA,end homelessness,2025-03-09,0.0
Help,IA,end homelessness,2025-03-16,0.0
Help,IA,end homelessness,2025-03-23,0.0
Help,IA,end homelessness,2025-03-30,0.0
Help,IA,end homelessness,2025-04-06,0.0
Help,IA,end homelessness,2025-04-13,0.0
Help,IA,end homelessness,2025-04-20,0.0
Help,IA,end homelessness,2025-04-27,0.0
Help,IA,end homelessness,2025-05-04,0.0
Help,IA,end homelessness,2025-05-11,0.0
Help,IA,end homelessness,2025-05-18,0.0
Help,IA,end homelessness,2025-05-25,0.0
Help,IA,end homelessness,2025-06-01,0.0
Help,IA,end homelessness,2025-06-08,0.0
Help,IA,end homelessness,2025-06-15,0.0
Help,IA,end homelessness,2025-06-22,0.0
Help,IA,end homelessness,2025-06-29,0.0
Help,IA,end homelessness,2025-07-06,0.0
Help,IA,end homelessness,2025-07-13,0.0
Help,IA,end homelessness,2025-07-20,0.0
Help,IA,end homelessness,2025-07-27,0.0
Help,IA,end homelessness,2025-08-03,0.0
Help,IA,end homelessness,2025-08-10,0.0
Help,IA,end homelessness,2025-08-17,0.0
Help,IA,end homelessness,2025-08-24,0.0
Help,IA,end homelessness,2025-08-31,0.0
Help,IA,end homelessness,2025-09-07,0.0
Help,IA,end homelessness,2025-09-14,0.0
Help,IA,end homelessness,2025-09-21,0.0
Help,IA,what is homelessness,2024-09-22,0.0
Help,IA,what is homelessness,2024-09-29,0.0
Help,IA,what is homelessness,2024-10-06,0.0
Help,IA,what is homelessness,2024-10-13,0.0
Help,IA,what is homelessness,2024-10-20,0.0
Help,IA,what is homelessness,2024-10-27,0.0
Help,IA,what is homelessness,2024-11-03,0.0
Help,IA,what is homelessness,2024-11-10,0.0
Help,IA,what is homelessness,2024-11-17,0.0
Help,IA,what is homelessness,2024-11-24,0.0
Help,IA,what is homelessness,2024-12-01,0.0
Help,IA,what is homelessness,2024-12-08,1.0
Help,IA,what is homelessness,2024-12-15,0.0
Help,IA,what is homelessness,2024-12-22,0.0
Help,IA,what is homelessness,2024-12-29,0.0
Help,IA,what is homelessness,2025-01-05,0.0
Help,IA,what is homelessness,2025-01-12,0.0
Help,IA,what is homelessness,2025-01-19,0.0
Help,IA,what is homelessness,2025-01-26,0.0
Help,IA,what is homelessness,2025-02-02,0.0
Help,IA,what is homelessness,2025-02-09,0.0
Help,IA,what is homelessness,2025-02-16,0.0
Help,IA,what is homelessness,2025-02-23,0.0
Help,IA,what is homelessness,2025-03-02,0.0
Help,IA,what is homelessness,2025-03-09,0.0
Help,IA,what is homelessness,2025-03-16,0.0
Help,IA,what is homelessness,2025-03-23,0.0
Help,IA,what is homelessness,2025-03-30,0.0
Help,IA,what is homelessness,2025-04-06,0.0
Help,IA,what is homelessness,2025-04-13,0.0
Help,IA,what is homelessness,2025-04-20,0.0
Help,IA,what is homelessness,2025-04-27,0.0
Help,IA,what is homelessness,2025-05-04,0.0
Help,IA,what is homelessness,2025-05-11,0.0
Help,IA,what is homelessness,2025-05-18,0.0
Help,IA,what is homelessness,2025-05-25,0.0
Help,IA,what is homelessness,2025-06-01,0.0
Help,IA,what is homelessness,2025-06-08,0.0
Help,IA,what is homelessness,2025-06-15,0.0
Help,IA,what is homelessness,2025-06-22,0.0
Help,IA,what is homelessness,2025-06-29,0.0
Help,IA,what is homelessness,2025-07-06,0.0
Help,IA,what is homelessness,2025-07-13,0.0
Help,IA,what is homelessness,2025-07-20,0.0
Help,IA,what is homelessness,2025-07-27,0.0
Help,IA,what is homelessness,2025-08-03,0.0
Help,IA,what is homelessness,2025-08-10,0.0
Help,IA,what is homelessness,2025-08-17,0.0
Help,IA,what is homelessness,2025-08-24,0.0
Help,IA,what is homelessness,2025-08-31,0.0
Help,IA,what is homelessness,2025-09-07,0.0
Help,IA,what is homelessness,2025-09-14,1.0
Help,IA,what is homelessness,2025-09-21,1.0
Help,KS,Volunteer food bank,2024-09-22,0.0
Help,KS,Volunteer food bank,2024-09-29,0.0
Help,KS,Volunteer food bank,2024-10-06,0.0
Help,KS,Volunteer food bank,2024-10-13,0.0
Help,KS,Volunteer food bank,2024-10-20,0.0
Help,KS,Volunteer food bank,2024-10-27,0.0
Help,KS,Volunteer food bank,2024-11-03,0.0
Help,KS,Volunteer food bank,2024-11-10,0.0
Help,KS,Volunteer food bank,2024-11-17,0.0
Help,KS,Volunteer food bank,2024-11-24,0.0
Help,KS,Volunteer food bank,2024-12-01,0.0
Help,KS,Volunteer food bank,2024-12-08,0.0
Help,KS,Volunteer food bank,2024-12-15,0.0
Help,KS,Volunteer food bank,2024-12-22,0.0
Help,KS,Volunteer food bank,2024-12-29,0.0
Help,KS,Volunteer food bank,2025-01-05,0.0
Help,KS,Volunteer food bank,2025-01-12,0.0
Help,KS,Volunteer food bank,2025-01-19,0.0
Help,KS,Volunteer food bank,2025-01-26,0.0
Help,KS,Volunteer food bank,2025-02-02,0.0
Help,KS,Volunteer food bank,2025-02-09,0.0
Help,KS,Volunteer food bank,2025-02-16,0.0
Help,KS,Volunteer food bank,2025-02-23,0.0
Help,KS,Volunteer food bank,2025-03-02,0.0
Help,KS,Volunteer food bank,2025-03-09,0.0
Help,KS,Volunteer food bank,2025-03-16,0.0
Help,KS,Volunteer food bank,2025-03-23,0.0
Help,KS,Volunteer food bank,2025-03-30,0.0
Help,KS,Volunteer food bank,2025-04-06,0.0
Help,KS,Volunteer food bank,2025-04-13,0.0
Help,KS,Volunteer food bank,2025-04-20,0.0
Help,KS,Volunteer food bank,2025-04-27,0.0
Help,KS,Volunteer food bank,2025-05-04,0.0
Help,KS,Volunteer food bank,2025-05-11,0.0
Help,KS,Volunteer food bank,2025-05-18,0.0
Help,KS,Volunteer food bank,2025-05-25,0.0
Help,KS,Volunteer food bank,2025-06-01,0.0
Help,KS,Volunteer food bank,2025-06-08,0.0
Help,KS,Volunteer food bank,2025-06-15,0.0
Help,KS,Volunteer food bank,2025-06-22,0.0
Help,KS,Volunteer food bank,2025-06-29,0.0
Help,KS,Volunteer food bank,2025-07-06,0.0
Help,KS,Volunteer food bank,2025-07-13,0.0
Help,KS,Volunteer food bank,2025-07-20,0.0
Help,KS,Volunteer food bank,2025-07-27,0.0
Help,KS,Volunteer food bank,2025-08-03,0.0
Help,KS,Volunteer food bank,2025-08-10,0.0
Help,KS,Volunteer food bank,2025-08-17,0.0
Help,KS,Volunteer food bank,2025-08-24,0.0
Help,KS,Volunteer food bank,2025-08-31,0.0
Help,KS,Volunteer food bank,2025-09-07,0.0
Help,KS,Volunteer food bank,2025-09-14,0.0
Help,KS,Volunteer food bank,2025-09-21,0.0
Help,KS,how to help homeless,2024-09-22,0.0
Help,KS,how to help homeless,2024-09-29,0.0
Help,KS,how to help homeless,2024-10-06,0.0
Help,KS,how to help homeless,2024-10-13,0.0
Help,KS,how to help homeless,2024-10-20,0.0
Help,KS,how to help homeless,2024-10-27,0.0
Help,KS,how to help homeless,2024-11-03,0.0
Help,KS,how to help homeless,2024-11-10,0.0
Help,KS,how to help homeless,2024-11-17,0.0
Help,KS,how to help homeless,2024-11-24,0.0
Help,KS,how to help homeless,2024-12-01,0.0
Help,KS,how to help homeless,2024-12-08,0.0
Help,KS,how to help homeless,2024-12-15,0.0
Help,KS,how to help homeless,2024-12-22,0.0
Help,KS,how to help homeless,2024-12-29,0.0
Help,KS,how to help homeless,2025-01-05,0.0
Help,KS,how to help homeless,2025-01-12,0.0
Help,KS,how to help homeless,2025-01-19,0.0
Help,KS,how to help homeless,2025-01-26,0.0
Help,KS,how to help homeless,2025-02-02,0.0
Help,KS,how to help homeless,2025-02-09,0.0
Help,KS,how to help homeless,2025-02-16,0.0
Help,KS,how to help homeless,2025-02-23,0.0
Help,KS,how to help homeless,2025-03-02,0.0
Help,KS,how to help homeless,2025-03-09,0.0
Help,KS,how to help homeless,2025-03-16,0.0
Help,KS,how to help homeless,2025-03-23,0.0
Help,KS,how to help homeless,2025-03-30,0.0
Help,KS,how to help homeless,2025-04-06,0.0
Help,KS,how to help homeless,2025-04-13,0.0
Help,KS,how to help homeless,2025-04-20,0.0
Help,KS,how to help homeless,2025-04-27,0.0
Help,KS,how to help homeless,2025-05-04,0.0
Help,KS,how to help homeless,2025-05-11,0.0
Help,KS,how to help homeless,2025-05-18,0.0
Help,KS,how to help homeless,2025-05-25,0.0
Help,KS,how to help homeless,2025-06-01,0.0
Help,KS,how to help homeless,2025-06-08,0.0
Help,KS,how to help homeless,2025-06-15,0.0
Help,KS,how to help homeless,2025-06-22,0.0
Help,KS,how to help homeless,2025-06-29,0.0
Help,KS,how to help homeless,2025-07-06,0.0
Help,KS,how to help homeless,2025-07-13,0.0
Help,KS,how to help homeless,2025-07-20,0.0
Help,KS,how to help homeless,2025-07-27,0.0
Help,KS,how to help homeless,2025-08-03,0.0
Help,KS,how to help homeless,2025-08-10,0.0
Help,KS,how to help homeless,2025-08-17,0.0
Help,KS,how to help homeless,2025-08-24,0.0
Help,KS,how to help homeless,2025-08-31,0.0
Help,KS,how to help homeless,2025-09-07,0.0
Help,KS,how to help homeless,2025-09-14,0.0
Help,KS,how to help homeless,2025-09-21,0.0
Help,KS,end homelessness,2024-09-22,0.0
Help,KS,end homelessness,2024-09-29,0.0
Help,KS,end homelessness,2024-10-06,0.0
Help,KS,end homelessness,2024-10-13,0.0
Help,KS,end homelessness,2024-10-20,0.0
Help,KS,end homelessness,2024-10-27,0.0
Help,KS,end homelessness,2024-11-03,0.0
Help,KS,end homelessness,2024-11-10,0.0
Help,KS,end homelessness,2024-11-17,0.0
Help,KS,end homelessness,2024-11-24,0.0
Help,KS,end homelessness,2024-12-01,0.0
Help,KS,end homelessness,2024-12-08,0.0
Help,KS,end homelessness,2024-12-15,0.0
Help,KS,end homelessness,2024-12-22,0.0
Help,KS,end homelessness,2024-12-29,0.0
Help,KS,end homelessness,2025-01-05,0.0
Help,KS,end homelessness,2025-01-12,0.0
Help,KS,end homelessness,2025-01-19,0.0
Help,KS,end homelessness,2025-01-26,0.0
Help,KS,end homelessness,2025-02-02,0.0
Help,KS,end homelessness,2025-02-09,0.0
Help,KS,end homelessness,2025-02-16,100.0
Help,KS,end homelessness,2025-02-23,0.0
Help,KS,end homelessness,2025-03-02,0.0
Help,KS,end homelessness,2025-03-09,0.0
Help,KS,end homelessness,2025-03-16,0.0
Help,KS,end homelessness,2025-03-23,0.0
Help,KS,end homelessness,2025-03-30,0.0
Help,KS,end homelessness,2025-04-06,0.0
Help,KS,end homelessness,2025-04-13,0.0
Help,KS,end homelessness,2025-04-20,0.0
Help,KS,end homelessness,2025-04-27,0.0
Help,KS,end homelessness,2025-05-04,0.0
Help,KS,end homelessness,2025-05-11,0.0
Help,KS,end homelessness,2025-05-18,0.0
Help,KS,end homelessness,2025-05-25,0.0
Help,KS,end homelessness,2025-06-01,0.0
Help,KS,end homelessness,2025-06-08,0.0
Help,KS,end homelessness,2025-06-15,0.0
Help,KS,end homelessness,2025-06-22,0.0
Help,KS,end homelessness,2025-06-29,0.0
Help,KS,end homelessness,2025-07-06,0.0
Help,KS,end homelessness,2025-07-13,0.0
Help,KS,end homelessness,2025-07-20,0.0
Help,KS,end homelessness,2025-07-27,0.0
Help,KS,end homelessness,2025-08-03,0.0
Help,KS,end homelessness,2025-08-10,0.0
Help,KS,end homelessness,2025-08-17,0.0
Help,KS,end homelessness,2025-08-24,0.0
Help,KS,end homelessness,2025-08-31,0.0
Help,KS,end homelessness,2025-09-07,0.0
Help,KS,end homelessness,2025-09-14,0.8571428571428571
Help,KS,end homelessness,2025-09-21,0.0
Help,KS,what is homelessness,2024-09-22,0.0
Help,KS,what is homelessness,2024-09-29,0.0
Help,KS,what is homelessness,2024-10-06,0.0
Help,KS,what is homelessness,2024-10-13,0.0
Help,KS,what is homelessness,2024-10-20,0.0
Help,KS,what is homelessness,2024-10-27,0.0
Help,KS,what is homelessness,2024-11-03,0.0
Help,KS,what is homelessness,2024-11-10,0.0
Help,KS,what is homelessness,2024-11-17,0.0
Help,KS,what is homelessness,2024-11-24,0.0
Help,KS,what is homelessness,2024-12-01,0.0
Help,KS,what is homelessness,2024-12-08,0.0
Help,KS,what is homelessness,2024-12-15,0.0
Help,KS,what is homelessness,2024-12-22,0.0
Help,KS,what is homelessness,2024-12-29,0.0
Help,KS,what is homelessness,2025-01-05,0.0
Help,KS,what is homelessness,2025-01-12,0.0
Help,KS,what is homelessness,2025-01-19,0.0
Help,KS,what is homelessness,2025-01-26,0.0
Help,KS,what is homelessness,2025-02-02,0.0
Help,KS,what is homelessness,2025-02-09,0.0
Help,KS,what is homelessness,2025-02-16,0.0
Help,KS,what is homelessness,2025-02-23,0.0
Help,KS,what is homelessness,2025-03-02,0.0
Help,KS,what is homelessness,2025-03-09,0.0
Help,KS,what is homelessness,2025-03-16,0.0
Help,KS,what is homelessness,2025-03-23,0.0
Help,KS,what is homelessness,2025-03-30,0.0
Help,KS,what is homelessness,2025-04-06,0.0
Help,KS,what is homelessness,2025-04-13,0.0
Help,KS,what is homelessness,2025-04-20,0.0
Help,KS,what is homelessness,2025-04-27,0.0
Help,KS,what is homelessness,2025-05-04,0.0
Help,KS,what is homelessness,2025-05-11,0.0
Help,KS,what is homelessness,2025-05-18,0.0
Help,KS,what is homelessness,2025-05-25,0.0
Help,KS,what is homelessness,2025-06-01,0.0
Help,KS,what is homelessness,2025-06-08,0.0
Help,KS,what is homelessness,2025-06-15,0.0
Help,KS,what is homelessness,2025-06-22,0.0
Help,KS,what is homelessness,2025-06-29,0.0
Help,KS,what is homelessness,2025-07-06,0.0
Help,KS,what is homelessness,2025-07-13,0.0
Help,KS,what is homelessness,2025-07-20,0.0
Help,KS,what is homelessness,2025-07-27,0.0
